ticker_code,stock_code,stock_name,market
2009.TW,2009,第一銅,TWSE
2010.TW,2010,春源,TWSE
2012.TW,2012,春雨,TWSE
2013.TW,2013,中鋼構,TWSE
2014.TW,2014,中鴻,TWSE
2015.TW,2015,豐興,TWSE
2017.TW,2017,官田鋼,TWSE
2020.TW,2020,美亞,TWSE
2022.TW,2022,聚亨,TWSE
2023.TW,2023,燁輝,TWSE
2024.TW,2024,志聯,TWSE
2025.TW,2025,千興,TWSE
2027.TW,2027,大成鋼,TWSE
2028.TW,2028,威致,TWSE
2029.TW,2029,盛餘,TWSE
2030.TW,2030,彰源,TWSE
2031.TW,2031,新光鋼,TWSE
2032.TW,2032,新鋼,TWSE
2033.TW,2033,佳大,TWSE
2034.TW,2034,允強,TWSE
2035.TW,2035,唐榮公司,TPEx
2038.TW,2038,海光,TWSE
2049.TW,2049,上銀,TWSE
2059.TW,2059,川湖,TWSE
2061.TW,2061,風青,TPEx
2062.TW,2062,橋椿,TWSE
2063.TW,2063,世鎧精密,TPEx
2064.TW,2064,晉椿,TPEx
2065.TW,2065,世豐,TPEx
2066.TW,2066,世德,TPEx
2067.TW,2067,嘉鋼,TPEx
2069.TW,2069,運錩,TWSE
2070.TW,2070,精湛,TPEx
2072.TW,2072,世紀風電,TWSE
2073.TW,2073,雄順,TPEx
2101.TW,2101,南港,TWSE
2102.TW,2102,泰豐,TWSE
2103.TW,2103,台橡,TWSE
2104.TW,2104,國際中橡,TWSE
2105.TW,2105,正新,TWSE
2106.TW,2106,建大,TWSE
2107.TW,2107,厚生,TWSE
2108.TW,2108,南帝,TWSE
2109.TW,2109,華豐,TWSE
2114.TW,2114,鑫永銓,TWSE
2115.TW,2115,六暉-KY,TWSE
2201.TW,2201,裕隆,TWSE
2204.TW,2204,中華,TWSE
2206.TW,2206,三陽工業,TWSE
2207.TW,2207,和泰車,TWSE
2208.TW,2208,台船,TWSE
2211.TW,2211,長榮鋼,TWSE
2221.TW,2221,大甲,TPEx
2227.TW,2227,裕日車,TWSE
2228.TW,2228,劍麟,TWSE
2230.TW,2230,泰茂,TPEx
2231.TW,2231,為升,TWSE
2233.TW,2233,宇隆,TWSE
2235.TW,2235,謚源,TPEx
2236.TW,2236,百達-KY,TWSE
2239.TW,2239,英利-KY,TWSE
2241.TW,2241,艾姆勒,TWSE
2243.TW,2243,宏旭-KY,TWSE
2247.TW,2247,汎德永業,TWSE
2248.TW,2248,華勝-KY,TWSE
2250.TW,2250,IKKA-KY,TWSE
2254.TW,2254,巨鎧精密-創,TWSE
2258.TW,2258,鴻華先進-創,TWSE
2301.TW,2301,光寶科,TWSE
2302.TW,2302,麗正,TWSE
2303.TW,2303,聯電,TWSE
2305.TW,2305,全友,TWSE
2308.TW,2308,台達電,TWSE
2312.TW,2312,金寶,TWSE
2313.TW,2313,華通,TWSE
2314.TW,2314,台揚,TWSE
2316.TW,2316,楠梓電,TWSE
2317.TW,2317,鴻海,TWSE
2321.TW,2321,東訊,TWSE
2323.TW,2323,中環,TWSE
2324.TW,2324,仁寶,TWSE
2327.TW,2327,國巨*,TWSE
2328.TW,2328,廣宇,TWSE
2329.TW,2329,華泰,TWSE
2330.TW,2330,台積電,TWSE
2331.TW,2331,精英,TWSE
2332.TW,2332,友訊,TWSE
2337.TW,2337,旺宏,TWSE
2338.TW,2338,光罩,TWSE
2340.TW,2340,台亞,TWSE
2342.TW,2342,茂矽,TWSE
2344.TW,2344,華邦電,TWSE
2345.TW,2345,智邦,TWSE
2347.TW,2347,聯強,TWSE
2348.TW,2348,海悅,TWSE
2349.TW,2349,錸德,TWSE
2351.TW,2351,順德,TWSE
2352.TW,2352,佳世達,TWSE
2353.TW,2353,宏碁,TWSE
2354.TW,2354,鴻準,TWSE
2355.TW,2355,敬鵬,TWSE
2356.TW,2356,英業達,TWSE
2357.TW,2357,華碩,TWSE
2359.TW,2359,所羅門,TWSE
2360.TW,2360,致茂,TWSE
2362.TW,2362,藍天,TWSE
2363.TW,2363,矽統,TWSE
2364.TW,2364,倫飛,TWSE
2365.TW,2365,昆盈,TWSE
2367.TW,2367,燿華,TWSE
2368.TW,2368,金像電,TWSE
2369.TW,2369,菱生,TWSE
2371.TW,2371,大同,TWSE
2373.TW,2373,震旦行,TWSE
2374.TW,2374,佳能,TWSE
2375.TW,2375,凱美,TWSE
2376.TW,2376,技嘉,TWSE
2377.TW,2377,微星,TWSE
2379.TW,2379,瑞昱,TWSE
2380.TW,2380,虹光,TWSE
2382.TW,2382,廣達,TWSE
2383.TW,2383,台光電,TWSE
2385.TW,2385,群光,TWSE
2387.TW,2387,精元,TWSE
2388.TW,2388,威盛,TWSE
2390.TW,2390,云辰,TWSE
2392.TW,2392,正崴,TWSE
2393.TW,2393,億光,TWSE
2395.TW,2395,研華,TWSE
2397.TW,2397,友通,TWSE
2399.TW,2399,映泰,TWSE
2401.TW,2401,凌陽,TWSE
2402.TW,2402,毅嘉,TWSE
2404.TW,2404,漢唐,TWSE
2405.TW,2405,輔信,TWSE
2406.TW,2406,國碩,TWSE
2408.TW,2408,南亞科,TWSE
2409.TW,2409,友達,TWSE
2412.TW,2412,中華電,TWSE
2413.TW,2413,環科,TWSE
2414.TW,2414,精技,TWSE
2415.TW,2415,錩新,TWSE
2417.TW,2417,圓剛,TWSE
2419.TW,2419,仲琦,TWSE
2420.TW,2420,新巨,TWSE
2421.TW,2421,建準,TWSE
2423.TW,2423,固緯,TWSE
2424.TW,2424,隴華,TWSE
2425.TW,2425,承啟,TWSE
2426.TW,2426,鼎元,TWSE
2427.TW,2427,三商電,TWSE
2428.TW,2428,興勤,TWSE
2429.TW,2429,銘旺科,TWSE
2430.TW,2430,燦坤,TWSE
2431.TW,2431,聯昌,TWSE
2432.TW,2432,倚天酷碁-創,TWSE
2433.TW,2433,互盛電,TWSE
2434.TW,2434,統懋,TWSE
2436.TW,2436,偉詮電,TWSE
2438.TW,2438,翔耀,TWSE
2439.TW,2439,美律,TWSE
2440.TW,2440,太空梭,TWSE
2441.TW,2441,超豐,TWSE
2442.TW,2442,新美齊,TWSE
2444.TW,2444,兆勁,TWSE
2449.TW,2449,京元電子,TWSE
2450.TW,2450,神腦,TWSE
2451.TW,2451,創見,TWSE
2453.TW,2453,凌群,TWSE
2454.TW,2454,聯發科,TWSE
2455.TW,2455,全新,TWSE
2457.TW,2457,飛宏,TWSE
2458.TW,2458,義隆,TWSE
2459.TW,2459,敦吉,TWSE
2460.TW,2460,建通,TWSE
2461.TW,2461,光群雷,TWSE
2462.TW,2462,良得電,TWSE
2464.TW,2464,盟立,TWSE
2465.TW,2465,麗臺,TWSE
2466.TW,2466,冠西電,TWSE
2467.TW,2467,志聖,TWSE
2468.TW,2468,華經,TWSE
2471.TW,2471,資通,TWSE
2472.TW,2472,立隆電,TWSE
2474.TW,2474,可成,TWSE
2476.TW,2476,鉅祥,TWSE
2477.TW,2477,美隆電,TWSE
2478.TW,2478,大毅,TWSE
2480.TW,2480,敦陽科,TWSE
2481.TW,2481,強茂,TWSE
2482.TW,2482,連宇,TWSE
2483.TW,2483,百容,TWSE
2484.TW,2484,希華,TWSE
2485.TW,2485,兆赫,TWSE
2486.TW,2486,一詮,TWSE
2488.TW,2488,漢平,TWSE
2489.TW,2489,瑞軒,TWSE
2491.TW,2491,吉祥全,TWSE
2492.TW,2492,華新科,TWSE
2493.TW,2493,揚博,TWSE
2495.TW,2495,普安,TWSE
2496.TW,2496,卓越,TWSE
2497.TW,2497,怡利電,TWSE
2498.TW,2498,宏達電,TWSE
2501.TW,2501,國建,TWSE
2504.TW,2504,國產,TWSE
2505.TW,2505,國揚,TWSE
2506.TW,2506,太設,TWSE
2509.TW,2509,全坤建,TWSE
2511.TW,2511,太子,TWSE
2514.TW,2514,龍邦,TWSE
2515.TW,2515,中工,TWSE
2516.TW,2516,新建,TWSE
2520.TW,2520,冠德,TWSE
2524.TW,2524,京城,TWSE
2527.TW,2527,宏璟,TWSE
2528.TW,2528,皇普,TWSE
2530.TW,2530,華建,TWSE
2534.TW,2534,宏盛,TWSE
2535.TW,2535,達欣工,TWSE
2536.TW,2536,宏普,TWSE
2537.TW,2537,聯上發,TWSE
2538.TW,2538,基泰,TWSE
2539.TW,2539,櫻花建,TWSE
2540.TW,2540,愛山林,TWSE
2542.TW,2542,興富發,TWSE
2543.TW,2543,皇昌,TWSE
2545.TW,2545,皇翔,TWSE
2546.TW,2546,根基,TWSE
2547.TW,2547,日勝生,TWSE
2548.TW,2548,華固,TWSE
2596.TW,2596,綠意,TPEx
2597.TW,2597,潤弘,TWSE
2601.TW,2601,益航,TWSE
2603.TW,2603,長榮,TWSE
2605.TW,2605,新興,TWSE
2606.TW,2606,裕民,TWSE
2607.TW,2607,榮運,TWSE
2608.TW,2608,嘉里大榮,TWSE
2609.TW,2609,陽明,TWSE
2610.TW,2610,華航,TWSE
2611.TW,2611,志信,TWSE
2612.TW,2612,中航,TWSE
2613.TW,2613,中櫃,TWSE
2614.TW,2614,東森,TWSE
2615.TW,2615,萬海,TWSE
2616.TW,2616,山隆,TWSE
2617.TW,2617,台航,TWSE
2618.TW,2618,長榮航,TWSE
2630.TW,2630,亞航,TWSE
2633.TW,2633,台灣高鐵,TWSE
2634.TW,2634,漢翔,TWSE
2636.TW,2636,台驊控股,TWSE
2637.TW,2637,慧洋-KY,TWSE
2640.TW,2640,大車隊,TPEx
2641.TW,2641,正德,TPEx
2642.TW,2642,宅配通,TWSE
2643.TW,2643,捷迅,TPEx
2645.TW,2645,長榮航太,TWSE
2646.TW,2646,星宇航空,TWSE
2701.TW,2701,萬企,TWSE
2702.TW,2702,華園,TWSE
2704.TW,2704,國賓,TWSE
2705.TW,2705,六福,TWSE
2706.TW,2706,第一店,TWSE
2707.TW,2707,晶華,TWSE
2712.TW,2712,遠雄來,TWSE
2718.TW,2718,全心投控,TPEx
2719.TW,2719,燦星旅,TPEx
2722.TW,2722,夏都,TWSE
2723.TW,2723,美食-KY,TWSE
2724.TW,2724,藝舍-KY,TPEx
2726.TW,2726,雅茗-KY,TPEx
2727.TW,2727,王品,TWSE
2729.TW,2729,瓦城,TPEx
2731.TW,2731,雄獅,TWSE
2732.TW,2732,六角,TPEx
2734.TW,2734,易飛網,TPEx
2736.TW,2736,富野,TPEx
2739.TW,2739,寒舍,TWSE
2740.TW,2740,華軒,TPEx
2743.TW,2743,山富,TPEx
2745.TW,2745,五福,TPEx
2748.TW,2748,雲品,TWSE
2751.TW,2751,王座,TPEx
2752.TW,2752,豆府,TPEx
2753.TW,2753,八方雲集,TWSE
2754.TW,2754,亞洲藏壽司,TPEx
2755.TW,2755,揚秦,TPEx
2756.TW,2756,聯發國際,TPEx
2762.TW,2762,世界健身-KY,TWSE
2801.TW,2801,彰銀,TWSE
2812.TW,2812,台中銀,TWSE
2816.TW,2816,旺旺保,TWSE
2820.TW,2820,華票,TWSE
2832.TW,2832,台產,TWSE
2834.TW,2834,臺企銀,TWSE
2836.TW,2836,高雄銀,TWSE
2838.TW,2838,聯邦銀,TWSE
2845.TW,2845,遠東銀,TWSE
2849.TW,2849,安泰銀,TWSE
2850.TW,2850,新產,TWSE
2851.TW,2851,中再保,TWSE
2852.TW,2852,第一保,TWSE
2855.TW,2855,統一證,TWSE
2867.TW,2867,三商壽,TWSE
2880.TW,2880,華南金,TWSE
2881.TW,2881,富邦金,TWSE
2882.TW,2882,國泰金,TWSE
2883.TW,2883,凱基金,TWSE
2884.TW,2884,玉山金,TWSE
2885.TW,2885,元大金,TWSE
2886.TW,2886,兆豐金,TWSE
2887.TW,2887,台新新光金,TWSE
2889.TW,2889,國票金,TWSE
2890.TW,2890,永豐金,TWSE
2891.TW,2891,中信金,TWSE
2892.TW,2892,第一金,TWSE
2897.TW,2897,王道銀行,TWSE
2901.TW,2901,欣欣,TWSE
2903.TW,2903,遠百,TWSE
2904.TW,2904,匯僑,TWSE
2905.TW,2905,三商,TWSE
2906.TW,2906,高林,TWSE
2908.TW,2908,特力,TWSE
2910.TW,2910,統領,TWSE
2911.TW,2911,麗嬰房,TWSE
2912.TW,2912,統一超,TWSE
2913.TW,2913,農林,TWSE
2915.TW,2915,潤泰全,TWSE
2916.TW,2916,滿心,TPEx
2923.TW,2923,鼎固-KY,TWSE
2924.TW,2924,宏太-KY,TPEx
2926.TW,2926,誠品生活,TPEx
2929.TW,2929,淘帝-KY,TWSE
2937.TW,2937,集雅社,TPEx
2939.TW,2939,永邑-KY,TWSE
2941.TW,2941,米斯特,TPEx
2945.TW,2945,三商家購,TWSE
2947.TW,2947,振宇五金,TPEx
2948.TW,2948,寶陞,TPEx
2949.TW,2949,欣新網,TPEx
3002.TW,3002,歐格,TWSE
3003.TW,3003,健和興,TWSE
3004.TW,3004,豐達科,TWSE
3005.TW,3005,神基,TWSE
3006.TW,3006,晶豪科,TWSE
3008.TW,3008,大立光,TWSE
3010.TW,3010,華立,TWSE
3011.TW,3011,今皓,TWSE
3013.TW,3013,晟銘電,TWSE
3014.TW,3014,聯陽,TWSE
3015.TW,3015,全漢,TWSE
3016.TW,3016,嘉晶,TWSE
3017.TW,3017,奇鋐,TWSE
3018.TW,3018,隆銘綠能,TWSE
3019.TW,3019,亞光,TWSE
3021.TW,3021,鴻名,TWSE
3022.TW,3022,威強電,TWSE
3023.TW,3023,信邦,TWSE
3024.TW,3024,憶聲,TWSE
3025.TW,3025,星通,TWSE
3026.TW,3026,禾伸堂,TWSE
3027.TW,3027,盛達,TWSE
3028.TW,3028,增你強,TWSE
3029.TW,3029,零壹,TWSE
3030.TW,3030,德律,TWSE
3031.TW,3031,佰鴻,TWSE
3032.TW,3032,偉訓,TWSE
3033.TW,3033,威健,TWSE
3034.TW,3034,聯詠,TWSE
3035.TW,3035,智原,TWSE
3036.TW,3036,文曄,TWSE
3037.TW,3037,欣興,TWSE
3038.TW,3038,全台,TWSE
3040.TW,3040,遠見,TWSE
3041.TW,3041,揚智,TWSE
3042.TW,3042,晶技,TWSE
3043.TW,3043,科風,TWSE
3044.TW,3044,健鼎,TWSE
3045.TW,3045,台灣大,TWSE
3046.TW,3046,建碁,TWSE
3047.TW,3047,訊舟,TWSE
3048.TW,3048,益登,TWSE
3049.TW,3049,精金,TWSE
3050.TW,3050,鈺德,TWSE
3051.TW,3051,力特,TWSE
3052.TW,3052,夆典,TWSE
3054.TW,3054,立萬利,TWSE
3055.TW,3055,蔚華科,TWSE
3056.TW,3056,富華新,TWSE
3057.TW,3057,喬鼎,TWSE
3058.TW,3058,立德,TWSE
3059.TW,3059,華晶科,TWSE
3060.TW,3060,銘異,TWSE
3062.TW,3062,建漢,TWSE
3064.TW,3064,泰偉,TPEx
3066.TW,3066,李洲,TPEx
3067.TW,3067,全域,TPEx
3071.TW,3071,協禧,TPEx
3073.TW,3073,天方能源,TPEx
3078.TW,3078,僑威,TPEx
3081.TW,3081,聯亞,TPEx
3083.TW,3083,網龍,TPEx
3085.TW,3085,新零售,TPEx
3086.TW,3086,華義*,TPEx
3088.TW,3088,艾訊,TPEx
3090.TW,3090,日電貿,TWSE
3092.TW,3092,鴻碩,TWSE
3093.TW,3093,港建*,TPEx
3094.TW,3094,聯傑,TWSE
3095.TW,3095,及成,TPEx
3105.TW,3105,穩懋,TPEx
3114.TW,3114,好德,TPEx
3115.TW,3115,富榮綱,TPEx
3118.TW,3118,進階,TPEx
3122.TW,3122,笙泉,TPEx
3128.TW,3128,昇銳,TPEx
3130.TW,3130,一零四,TWSE
3131.TW,3131,弘塑,TPEx
3135.TW,3135,凌航,TWSE
3138.TW,3138,耀登,TWSE
3141.TW,3141,晶宏,TPEx
3147.TW,3147,大綜,TPEx
3149.TW,3149,正達,TWSE
3150.TW,3150,鈺寶-創,TWSE
3152.TW,3152,璟德,TPEx
3158.TW,3158,嘉實,TPEx
3162.TW,3162,精確,TPEx
3163.TW,3163,波若威,TPEx
3164.TW,3164,景岳,TWSE
3167.TW,3167,大量,TWSE
3168.TW,3168,眾福科,TWSE
3169.TW,3169,亞信,TPEx
3171.TW,3171,炎洲流通,TPEx
3176.TW,3176,基亞,TPEx
3178.TW,3178,公準,TPEx
3188.TW,3188,鑫龍騰,TPEx
3189.TW,3189,景碩,TWSE
3191.TW,3191,雲嘉南,TPEx
3205.TW,3205,佰研,TPEx
3206.TW,3206,志豐,TPEx
3207.TW,3207,耀勝,TPEx
3209.TW,3209,全科,TWSE
3211.TW,3211,順達,TPEx
3213.TW,3213,茂訊,TPEx
3217.TW,3217,優群,TPEx
3218.TW,3218,大學光,TPEx
3219.TW,3219,倚強科,TPEx
3221.TW,3221,台嘉碩,TPEx
3224.TW,3224,三顧,TPEx
3226.TW,3226,龍鋒,TPEx
3227.TW,3227,原相,TPEx
3228.TW,3228,金麗科,TPEx
3229.TW,3229,晟鈦,TWSE
3230.TW,3230,錦明,TPEx
3231.TW,3231,緯創,TWSE
3232.TW,3232,昱捷,TPEx
3234.TW,3234,光環,TPEx
3236.TW,3236,千如,TPEx
3252.TW,3252,海灣,TPEx
3257.TW,3257,虹冠電,TWSE
3259.TW,3259,鑫創,TPEx
3260.TW,3260,威剛,TPEx
3264.TW,3264,欣銓,TPEx
3265.TW,3265,台星科,TPEx
3266.TW,3266,昇陽,TWSE
3268.TW,3268,海德威,TPEx
3272.TW,3272,東碩,TPEx
3276.TW,3276,宇環,TPEx
3284.TW,3284,太普高,TPEx
3285.TW,3285,微端,TPEx
3287.TW,3287,廣寰科,TPEx
3288.TW,3288,點晶,TPEx
3289.TW,3289,宜特,TPEx
3290.TW,3290,東浦,TPEx
3293.TW,3293,鈊象,TPEx
3294.TW,3294,英濟,TPEx
3296.TW,3296,勝德,TWSE
3297.TW,3297,杭特,TPEx
3303.TW,3303,岱稜,TPEx
3305.TW,3305,昇貿,TWSE
3306.TW,3306,鼎天,TPEx
3308.TW,3308,聯德,TWSE
3310.TW,3310,佳穎,TPEx
3311.TW,3311,閎暉,TWSE
3312.TW,3312,弘憶股,TWSE
3313.TW,3313,斐成,TPEx
3317.TW,3317,尼克森,TPEx
3321.TW,3321,同泰,TWSE
3322.TW,3322,建舜電,TPEx
3323.TW,3323,加百裕,TPEx
3324.TW,3324,雙鴻,TPEx
3325.TW,3325,旭品,TPEx
3332.TW,3332,幸康,TPEx
3338.TW,3338,泰碩,TWSE
3339.TW,3339,泰谷,TPEx
3346.TW,3346,麗清,TWSE
3349.TW,3349,寶德,TPEx
3354.TW,3354,律勝,TPEx
3356.TW,3356,奇偶,TWSE
3357.TW,3357,臺慶科,TPEx
3360.TW,3360,尚立,TPEx
3362.TW,3362,先進光,TPEx
3363.TW,3363,上詮,TPEx
3372.TW,3372,典範,TPEx
3373.TW,3373,熱映,TPEx
3374.TW,3374,精材,TPEx
3376.TW,3376,新日興,TWSE
3379.TW,3379,彬台,TPEx
3380.TW,3380,明泰,TWSE
3388.TW,3388,崇越電,TPEx
3390.TW,3390,旭軟,TPEx
3402.TW,3402,漢科,TPEx
3406.TW,3406,玉晶光,TWSE
3413.TW,3413,京鼎,TWSE
3416.TW,3416,融程電,TWSE
3419.TW,3419,譁裕,TWSE
3426.TW,3426,台興,TPEx
3430.TW,3430,奇鈦科,TPEx
3432.TW,3432,台端,TWSE
3434.TW,3434,哲固,TPEx
3437.TW,3437,榮創,TWSE
3438.TW,3438,類比科,TPEx
3441.TW,3441,聯一光電,TPEx
3443.TW,3443,創意,TWSE
3444.TW,3444,利機,TPEx
3447.TW,3447,展達,TWSE
3450.TW,3450,聯鈞,TWSE
3455.TW,3455,由田,TPEx
3465.TW,3465,進泰電子,TPEx
3466.TW,3466,德晉,TPEx
3467.TW,3467,台灣精材,TPEx
3479.TW,3479,安勤,TPEx
3481.TW,3481,群創,TWSE
3483.TW,3483,力致,TPEx
3484.TW,3484,崧騰,TPEx
3485.TW,3485,敘豐,TPEx
3489.TW,3489,森寶,TPEx
3490.TW,3490,單井,TPEx
3491.TW,3491,昇達科,TPEx
3492.TW,3492,長盛,TPEx
3494.TW,3494,誠研,TWSE
3498.TW,3498,陽程,TPEx
3499.TW,3499,環天科,TPEx
3501.TW,3501,維熹,TWSE
3504.TW,3504,揚明光,TWSE
3508.TW,3508,位速,TPEx
3511.TW,3511,矽瑪,TPEx
3512.TW,3512,皇龍,TPEx
3515.TW,3515,華擎,TWSE
3516.TW,3516,亞帝歐,TPEx
3518.TW,3518,柏騰,TWSE
3520.TW,3520,華盈,TPEx
3521.TW,3521,台鋼建設,TPEx
3522.TW,3522,御嵿,TPEx
3523.TW,3523,迎輝,TPEx
3526.TW,3526,凡甲,TPEx
3527.TW,3527,聚積,TPEx
3528.TW,3528,安馳,TWSE
3529.TW,3529,力旺,TPEx
3530.TW,3530,晶相光,TWSE
3531.TW,3531,先益,TPEx
3532.TW,3532,台勝科,TWSE
3533.TW,3533,嘉澤,TWSE
3535.TW,3535,晶彩科,TWSE
3537.TW,3537,堡達,TPEx
3540.TW,3540,曜越,TPEx
3541.TW,3541,西柏,TPEx
3543.TW,3543,州巧,TWSE
3545.TW,3545,敦泰,TWSE
3546.TW,3546,宇峻,TPEx
3548.TW,3548,兆利,TPEx
3550.TW,3550,聯穎,TWSE
3551.TW,3551,世禾,TPEx
3552.TW,3552,同致,TPEx
3555.TW,3555,博士旺,TPEx
3556.TW,3556,禾瑞亞,TPEx
3557.TW,3557,嘉威,TWSE
3558.TW,3558,神準,TPEx
3563.TW,3563,牧德,TWSE
3564.TW,3564,其陽,TPEx
3567.TW,3567,逸昌,TPEx
3570.TW,3570,大塚,TPEx
3576.TW,3576,聯合再生,TWSE
3577.TW,3577,泓格,TPEx
3580.TW,3580,友威科,TPEx
3581.TW,3581,博磊,TPEx
3583.TW,3583,辛耘,TWSE
3587.TW,3587,閎康,TPEx
3588.TW,3588,通嘉,TWSE
3591.TW,3591,艾笛森,TWSE
3592.TW,3592,瑞鼎,TWSE
3593.TW,3593,力銘,TWSE
3594.TW,3594,磐儀,TPEx
3596.TW,3596,智易,TWSE
3597.TW,3597,映興,TPEx
3605.TW,3605,宏致,TWSE
3607.TW,3607,谷崧,TWSE
3609.TW,3609,三一東林,TPEx
3611.TW,3611,鼎翰,TPEx
3615.TW,3615,安可,TPEx
3617.TW,3617,碩天,TWSE
3622.TW,3622,洋華,TWSE
3623.TW,3623,富晶通,TPEx
3624.TW,3624,光頡,TPEx
3625.TW,3625,西勝,TPEx
3628.TW,3628,盈正,TPEx
3629.TW,3629,地心引力,TPEx
3630.TW,3630,新鉅科,TPEx
3631.TW,3631,晟楠,TPEx
3632.TW,3632,研勤,TPEx
3645.TW,3645,達邁,TWSE
3646.TW,3646,艾恩特,TPEx
3652.TW,3652,精聯,TWSE
3653.TW,3653,健策,TWSE
3661.TW,3661,世芯-KY,TWSE
3663.TW,3663,鑫科,TPEx
3664.TW,3664,安瑞-KY,TPEx
3665.TW,3665,貿聯-KY,TWSE
3666.TW,3666,光耀,TPEx
3669.TW,3669,圓展,TWSE
3672.TW,3672,康聯訊,TPEx
3673.TW,3673,TPK-KY,TWSE
3675.TW,3675,德微,TPEx
3679.TW,3679,新至陞,TWSE
3680.TW,3680,家登,TPEx
3684.TW,3684,榮昌,TPEx
3685.TW,3685,元創精密,TPEx
3686.TW,3686,達能,TWSE
3687.TW,3687,歐買尬,TPEx
3689.TW,3689,湧德,TPEx
3691.TW,3691,碩禾,TPEx
3693.TW,3693,營邦,TPEx
3694.TW,3694,海華,TWSE
3701.TW,3701,大眾控,TWSE
3702.TW,3702,大聯大,TWSE
3703.TW,3703,欣陸,TWSE
3704.TW,3704,合勤控,TWSE
3705.TW,3705,永信,TWSE
3706.TW,3706,神達,TWSE
3707.TW,3707,漢磊,TPEx
3708.TW,3708,上緯投控,TWSE
3709.TW,3709,鑫聯大投控,TPEx
3710.TW,3710,連展投控,TPEx
3711.TW,3711,日月光投控,TWSE
3712.TW,3712,永崴投控,TWSE
3713.TW,3713,新晶投控,TPEx
3714.TW,3714,富采,TWSE
3715.TW,3715,定穎投控,TWSE
3716.TW,3716,中化控股,TWSE
3717.TW,3717,聯嘉投控,TWSE
4102.TW,4102,永日,TPEx
4104.TW,4104,佳醫,TWSE
4105.TW,4105,東洋,TPEx
4106.TW,4106,雃博,TWSE
4107.TW,4107,邦特,TPEx
4108.TW,4108,懷特,TWSE
4109.TW,4109,加捷生醫,TPEx
4111.TW,4111,濟生,TPEx
4113.TW,4113,聯上,TPEx
4114.TW,4114,健喬,TPEx
4116.TW,4116,明基醫,TPEx
4119.TW,4119,旭富,TWSE
4120.TW,4120,友華,TPEx
4121.TW,4121,優盛,TPEx
4123.TW,4123,晟德,TPEx
4126.TW,4126,太醫,TPEx
4127.TW,4127,天良,TPEx
4128.TW,4128,中天,TPEx
4129.TW,4129,聯合,TPEx
4130.TW,4130,健亞,TPEx
4131.TW,4131,浩泰,TPEx
4133.TW,4133,亞諾法,TWSE
4137.TW,4137,麗豐-KY,TWSE
4138.TW,4138,曜亞,TPEx
4139.TW,4139,馬光-KY,TPEx
4142.TW,4142,國光生,TWSE
4147.TW,4147,中裕,TPEx
4148.TW,4148,全宇生技-KY,TWSE
4153.TW,4153,鈺緯,TPEx
4154.TW,4154,樂威科-KY,TPEx
4155.TW,4155,訊映,TWSE
4157.TW,4157,太景*-KY,TPEx
4160.TW,4160,訊聯基因,TPEx
4161.TW,4161,聿新科,TPEx
4162.TW,4162,智擎,TPEx
4163.TW,4163,鐿鈦,TPEx
4164.TW,4164,承業醫,TWSE
4166.TW,4166,友霖,TPEx
4167.TW,4167,松瑞藥,TPEx
4168.TW,4168,醣聯,TPEx
4169.TW,4169,泰宗,TWSE
4171.TW,4171,瑞基,TPEx
4173.TW,4173,久裕,TPEx
4174.TW,4174,浩鼎,TPEx
4175.TW,4175,杏一,TPEx
4178.TW,4178,永笙-KY,TWSE
4183.TW,4183,福永生技,TPEx
4188.TW,4188,安克,TPEx
4190.TW,4190,佐登-KY,TWSE
4192.TW,4192,杏國,TPEx
4195.TW,4195,基米-創,TWSE
4198.TW,4198,欣大健康,TPEx
4205.TW,4205,中華食,TPEx
4207.TW,4207,環泰,TPEx
4303.TW,4303,信立,TPEx
4304.TW,4304,勝昱,TPEx
4305.TW,4305,世坤,TPEx
4306.TW,4306,炎洲,TWSE
4401.TW,4401,東隆興,TPEx
4402.TW,4402,郡都開發,TPEx
4406.TW,4406,新昕纖,TPEx
4413.TW,4413,飛寶企業,TPEx
4414.TW,4414,如興,TWSE
4416.TW,4416,三圓,TPEx
4417.TW,4417,金洲,TPEx
4419.TW,4419,皇家美食,TPEx
4420.TW,4420,光明,TPEx
4426.TW,4426,利勤,TWSE
4430.TW,4430,耀億,TPEx
4432.TW,4432,銘旺實,TPEx
4433.TW,4433,興采,TPEx
4438.TW,4438,廣越,TWSE
4439.TW,4439,冠星-KY,TWSE
4440.TW,4440,宜新實業,TWSE
4441.TW,4441,振大環球,TWSE
4442.TW,4442,竣邦-KY,TPEx
4502.TW,4502,健信,TPEx
4503.TW,4503,金雨,TPEx
4506.TW,4506,崇友,TPEx
4510.TW,4510,高鋒,TPEx
4513.TW,4513,福裕,TPEx
4523.TW,4523,永彰,TPEx
4526.TW,4526,東台,TWSE
4527.TW,4527,方方土霖,TPEx
4528.TW,4528,江興鍛,TPEx
4529.TW,4529,淳紳,TPEx
4530.TW,4530,宏易,TPEx
4532.TW,4532,瑞智,TWSE
4533.TW,4533,協易機,TPEx
4534.TW,4534,慶騰,TPEx
4535.TW,4535,至興,TPEx
4536.TW,4536,拓凱,TWSE
4538.TW,4538,大詠城,TPEx
4540.TW,4540,全球傳動,TWSE
4541.TW,4541,晟田,TPEx
4542.TW,4542,科嶠,TPEx
4543.TW,4543,萬在,TPEx
4545.TW,4545,銘鈺,TWSE
4549.TW,4549,桓達,TPEx
